participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,source_file,target
5,7,0,0,20.041,20041,9.85,4.29,2.5,11.0307,-0.2127,-1.8751,-1.3112,-59.88,53.69,86.25,5.6688,3.7703,2.5612,7.2739,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,20.161,20161,8.25,5.76,3.29,10.586,-0.2225,-1.6035,-2.0562,-43.56,52.56,79.63,6.0089,4.0325,2.6572,7.709,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,20.324,20324,5.18,7.55,4.54,10.2199,0.4723,-1.5228,-2.2809,-19.5,51.88,65.75,5.8997,4.496,2.9053,7.9663,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,20.449,20449,3.12,6.91,4.54,8.8371,0.853,-1.3472,-2.8394,-0.88,47.69,53.25,5.5334,4.8141,3.1207,7.9708,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,20.571,20571,-0.97,5.02,5.48,7.4948,0.6949,-1.3646,-2.9289,21.69,39.63,35.38,4.6764,4.8412,3.4316,7.5553,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,20.691,20691,-4.01,3.7,5.24,7.5649,-0.1298,-1.6668,-2.0464,38.88,34.38,23.38,3.5318,4.6909,3.6699,6.9243,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,20.812,20812,-7.82,2.87,3.64,9.0906,-0.4745,-1.4094,-1.97,55.25,31.06,11.5,2.0359,4.4509,3.666,6.1151,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,20.934,20934,-9.14,2.36,2.7,9.8183,-0.1767,-0.4102,-1.3744,65.63,19.0,359.38,0.5632,4.1754,3.5387,5.5021,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,21.055,21055,-8.48,0.35,2.91,8.9722,0.372,-0.1953,-1.0668,68.31,0.19,352.44,-0.6285,3.6713,3.4558,5.081,P005_Dumbbell_Concentration_Curls_02.csv,1
5,7,0,0,21.176,21176,-8.87,-0.55,3.66,9.6112,0.0273,-0.0371,-0.1625,68.88,-10.0,350.13,-1.7145,3.115,3.4827,4.9772,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,21.343,21343,-8.67,0.73,3.36,9.3269,-0.0611,-0.312,-0.2607,69.69,-14.44,347.5,-2.631,2.8008,3.4666,5.1753,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,21.464,21464,-8.47,-1.91,2.42,9.0136,0.1309,0.1811,-0.6589,69.19,-26.56,343.75,-3.4005,2.18,3.3287,5.2341,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,21.586,21586,-8.04,-1.58,2.44,8.5494,0.0055,0.9239,1.1443,65.94,-20.31,349.44,-4.0118,1.6845,3.2116,5.408,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,21.707,21707,-7.08,0.86,4.04,8.1968,-0.2563,1.0559,2.6562,60.06,9.31,4.69,-4.4161,1.5759,3.3207,5.7457,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,21.827,21827,-5.55,3.94,4.4,8.1047,-0.3807,1.0832,2.018,48.31,29.5,19.0,-4.5656,1.8874,3.4629,6.0331,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,21.949,21949,-4.09,5.93,4.92,8.7235,-0.3905,1.5817,2.0082,33.63,37.63,28.5,-4.5029,2.4201,3.6549,6.2842,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,22.069,22069,-0.94,8.56,6.1,10.5531,-0.6447,2.4249,2.1358,14.13,42.63,36.94,-4.0334,3.2292,3.9771,6.5202,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,22.195,22195,2.38,6.72,4.36,8.3566,-0.0251,2.0388,1.1181,-3.38,44.0,40.25,-3.1883,3.6892,4.0276,6.3243,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,22.358,22358,8.52,6.0,4.9,11.5152,-0.6523,2.1184,3.146,-31.44,45.75,53.81,-1.6454,3.9937,4.1426,5.9848,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,22.478,22478,10.66,5.37,3.86,12.5448,-1.2555,1.105,0.9479,-49.75,50.0,67.88,-0.0239,4.1751,4.1053,5.8554,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,22.599,22599,7.72,5.96,2.41,10.0463,-0.9839,0.2389,-0.4134,-50.94,62.38,69.75,0.9966,4.4103,3.8819,5.9593,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,22.721,22721,7.56,5.7,1.8,9.6376,-0.577,0.2945,0.8923,-53.13,68.56,74.06,1.8615,4.5802,3.6076,6.1203,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,22.847,22847,9.39,4.4,0.82,10.4021,-0.1385,0.384,1.2414,-61.56,70.0,82.75,2.8535,4.5565,3.2402,6.2772,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,22.969,22969,9.97,4.35,0.95,10.9191,0.1058,0.1276,0.4821,-68.0,68.88,88.25,3.7913,4.5293,2.9384,6.5972,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,23.09,23090,10.47,4.76,2.25,11.7193,0.1091,-0.3043,-0.3491,-68.19,66.44,87.81,4.6714,4.5597,2.8477,7.1219,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,23.211,23211,9.99,4.87,2.02,11.2959,0.0076,-1.2577,-1.3155,-60.31,61.88,83.44,5.3722,4.6006,2.7387,7.5846,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,23.374,23374,8.92,7.09,4.7,12.3258,0.3905,-1.6232,-1.1868,-43.75,52.19,76.56,5.8397,4.9286,2.9971,8.2083,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,23.5,23500,8.13,7.38,5.04,12.0815,0.8203,-1.6821,-2.594,-27.31,48.0,67.0,6.1415,5.2516,3.2663,8.7159,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,23.621,23621,4.6,6.26,5.24,9.3704,1.6177,-2.2177,-3.4208,-1.31,40.0,49.06,5.9384,5.3845,3.5264,8.7575,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,23.742,23742,-0.62,3.54,5.76,6.7892,1.0799,-2.0835,-3.495,23.81,27.5,30.25,5.0742,5.1415,3.8207,8.1719,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,23.863,23863,-5.77,1.13,3.91,7.061,0.5127,-2.0879,-2.5155,44.94,12.38,13.5,3.6452,4.6128,3.8325,7.0181,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,23.984,23984,-7.82,0.44,3.66,8.6453,0.0971,-1.3014,-0.7123,56.94,-0.63,4.31,2.1344,4.063,3.8098,5.9647,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,24.105,24105,-8.28,0.55,4.17,9.2871,0.2618,-0.7363,-0.4331,63.31,-5.5,2.94,0.762,3.6001,3.8572,5.331,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,24.226,24226,-8.65,-1.49,3.26,9.3632,0.2803,-0.0905,-1.8959,63.81,-26.13,355.19,-0.4782,2.9293,3.7785,4.8049,P005_Dumbbell_Concentration_Curls_02.csv,1
5,8,0,0,24.388,24388,-7.33,-4.0,3.67,9.1213,0.4134,0.2956,-0.5171,53.81,-44.63,345.0,-1.3811,2.0162,3.7642,4.488,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,24.513,24513,-7.6,-3.37,3.69,9.0958,-0.3142,-0.0262,1.4443,56.88,-39.31,350.56,-2.2006,1.3064,3.7544,4.5437,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,24.634,24634,-8.1,-0.61,3.66,8.9094,-0.5825,0.3251,1.3843,61.25,-19.69,359.0,-2.978,1.0539,3.742,4.8971,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,24.755,24755,-7.6,1.86,4.14,8.8521,-0.384,0.7221,1.5784,58.81,0.88,7.0,-3.5871,1.1601,3.7944,5.3489,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,24.876,24876,-7.3,2.94,4.74,9.187,-0.7374,1.3046,1.1825,51.13,15.38,13.81,-4.0763,1.3947,3.919,5.8241,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,24.998,24998,-3.74,4.93,5.1,8.0189,-0.5029,1.5763,2.4315,37.19,27.31,23.13,-4.032,1.8605,4.0747,6.0267,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,25.119,25119,-1.17,5.94,6.1,8.5943,-0.1898,1.7639,1.8446,20.06,33.31,34.38,-3.6549,2.3981,4.3416,6.161,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,25.24,25240,-0.58,5.13,6.39,8.2149,0.0524,1.9046,1.5926,4.38,34.25,41.63,-3.2497,2.7581,4.6115,6.2796,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,25.407,25407,7.83,4.52,2.75,9.45,-0.084,3.7743,4.2313,-30.88,33.94,57.19,-1.7897,2.9903,4.3662,5.5864,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,25.528,25528,15.88,-0.01,3.45,16.2504,0.7919,3.1154,2.9114,-67.44,8.75,80.31,0.5387,2.5949,4.2455,5.0048,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,25.649,25649,13.35,-0.06,2.62,13.6048,0.2214,1.5544,-0.6381,-82.38,-14.94,82.94,2.2269,2.2451,4.0313,5.1235,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,25.769,25769,10.2,1.13,1.17,10.3289,0.1025,0.3894,-0.7189,-85.81,3.81,76.25,3.2776,2.0981,3.6542,5.3384,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,25.89,25890,9.46,0.85,0.37,9.5053,0.1091,-0.3676,-0.1069,-83.56,6.0,73.25,4.0923,1.9337,3.2214,5.5555,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,26.011,26011,9.46,1.28,0.46,9.5573,-0.3556,-0.6665,-0.4047,-80.38,54.06,72.75,4.7996,1.8475,2.8576,5.8835,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,26.133,26133,12.15,2.86,0.69,12.5011,-0.456,-1.1574,-1.0537,-73.13,50.31,71.38,5.7682,1.9809,2.5719,6.619,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,26.259,26259,9.32,5.76,3.77,11.5868,-0.0742,-1.777,-1.1901,-59.88,47.31,66.56,6.2362,2.4789,2.7298,7.2448,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,26.421,26421,7.32,4.85,4.79,10.0024,0.288,-2.7184,-1.5435,-35.88,38.0,60.94,6.379,2.7914,3.0013,7.5823,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,26.542,26542,4.61,5.24,5.42,8.8366,0.1963,-2.3158,-1.8151,-15.56,35.75,54.13,6.1459,3.114,3.32,7.648,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,26.663,26663,0.21,3.64,5.04,6.2206,0.1996,-1.7999,-2.1402,3.25,34.75,45.25,5.3637,3.1833,3.5467,7.1751,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,26.786,26786,-2.65,7.42,6.33,10.1068,-0.3731,-0.4418,-0.4931,14.88,34.88,36.38,4.3077,3.7416,3.9134,6.9189,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,26.911,26911,0.0,6.28,7.63,9.8821,0.4178,-0.9228,-0.0338,15.13,35.75,42.31,3.7401,4.0761,4.4032,7.0704,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,27.033,27033,-4.01,5.26,6.66,9.3863,0.1527,-0.4789,-1.8773,25.56,31.5,33.63,2.7188,4.2321,4.7006,6.8846,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,27.155,27155,-4.9,7.07,8.7,12.2346,0.1473,-0.3523,0.0589,30.63,28.75,28.94,1.7148,4.6061,5.2276,7.1753,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,27.275,27275,-3.55,1.77,5.77,7.002,0.2029,-1.0777,-3.0172,37.94,24.38,22.44,1.0211,4.2324,5.2991,6.8583,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,27.439,27439,-8.63,3.64,5.48,10.8516,-0.5421,-0.9021,-0.8149,53.06,2.88,356.5,-0.2507,4.1543,5.3229,6.7568,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,27.564,27564,-7.82,0.89,4.2,8.921,0.8923,-0.9817,-1.177,59.56,-4.69,353.88,-1.2481,3.7242,5.1749,6.4967,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,27.686,27686,-9.52,-1.69,3.93,10.437,0.7385,0.2847,-1.4104,58.0,-31.69,345.25,-2.3382,3.0107,5.0109,6.2961,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,27.806,27806,-5.56,-3.77,3.36,7.5111,1.0254,0.3414,-0.1724,53.25,-39.75,345.5,-2.7627,2.1172,4.7933,5.9238,P005_Dumbbell_Concentration_Curls_02.csv,1
5,9,0,0,27.928,27928,-7.26,-5.46,4.23,10.0206,0.1996,-0.0393,0.9348,54.06,-42.06,349.5,-3.3553,1.1187,4.7191,5.8974,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,28.048,28048,-7.52,-2.26,3.56,8.6216,-0.6545,0.3382,2.2427,60.06,-22.5,0.75,-3.9041,0.6735,4.5664,6.0455,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,28.169,28169,-7.25,2.19,4.45,8.7841,-0.6927,0.6709,2.3344,58.06,9.63,13.56,-4.345,0.8733,4.551,6.3525,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,28.29,28290,-6.09,4.26,5.12,9.025,-0.3622,0.6,1.6908,49.19,29.25,25.81,-4.575,1.3196,4.626,6.6387,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,28.453,28453,-6.38,5.48,4.44,9.5104,-1.3101,1.609,2.4522,35.25,40.94,31.31,-4.8128,1.8678,4.6015,6.9156,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,28.578,28578,2.35,10.28,2.92,10.942,-0.5356,2.2667,4.6,5.0,52.25,53.19,-3.869,2.9763,4.3799,6.5583,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,28.699,28699,6.0,8.47,6.54,12.2684,0.624,1.2239,0.9196,-15.94,50.31,64.0,-2.5685,3.7003,4.6646,6.4844,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,28.82,28820,3.23,6.21,5.36,8.8163,0.2105,1.4726,0.1756,-21.69,49.94,59.06,-1.8044,4.031,4.7562,6.4905,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,28.94,28940,6.47,6.2,4.11,9.8587,0.1167,1.7202,1.6635,-34.63,51.38,61.13,-0.714,4.3168,4.6711,6.4003,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,29.062,29062,10.02,5.07,4.47,12.0866,-0.0055,1.0625,1.4224,-49.81,50.38,68.94,0.7004,4.4161,4.6446,6.447,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,29.183,29183,8.38,3.96,3.29,9.8351,-0.3698,0.2029,-0.1571,-54.81,52.94,71.75,1.7124,4.356,4.4661,6.4693,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,29.304,29304,7.08,3.97,1.88,8.332,-0.6829,0.1265,0.2105,-54.75,57.81,73.31,2.4197,4.3051,4.1253,6.4348,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,29.471,29471,9.42,3.85,0.6,10.1941,-0.5836,0.4625,1.5032,-62.94,61.44,84.0,3.3422,4.2451,3.6607,6.5263,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,29.593,29593,10.25,2.44,0.96,10.5801,-0.4614,0.4745,1.4039,-75.06,56.13,98.25,4.2525,4.0073,3.3049,6.7129,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,29.713,29713,10.88,3.1,1.31,11.3886,-0.3687,0.2498,-0.4843,-78.75,63.25,102.88,5.1258,3.8877,3.042,7.1163,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,29.834,29834,9.93,3.84,1.41,10.7396,-0.0993,-0.5345,-1.2294,-71.31,71.19,97.0,5.7589,3.8814,2.8269,7.4981,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,29.955,29955,10.1,4.39,2.07,11.2057,-0.1385,-1.0865,-0.8258,-63.0,65.0,92.63,6.3309,3.9484,2.7272,7.9441,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,30.077,30077,10.3,5.78,3.04,12.1959,-0.3283,-1.3079,-1.3603,-53.31,59.69,90.31,6.8539,4.1898,2.7684,8.4968,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,30.198,30198,8.08,8.1,3.93,12.0972,-0.0305,-1.6177,-2.8023,-35.69,59.81,80.88,7.0155,4.7051,2.9215,8.9381,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,30.324,30324,5.56,8.21,4.05,10.7108,0.5781,-1.9199,-3.2572,-12.69,57.81,67.06,6.8237,5.1669,3.0702,9.0932,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,30.486,30486,-1.51,5.59,3.78,6.915,0.6447,-1.8773,-4.2717,28.31,49.44,39.13,5.7255,5.2227,3.1637,8.3706,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,30.608,30608,-6.22,2.85,2.81,7.3964,0.2694,-1.5632,-3.1514,54.19,37.31,19.56,4.1514,4.91,3.1171,7.1455,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,30.728,30728,-7.52,0.85,1.55,7.725,0.0873,-0.6523,-1.2075,67.31,21.25,7.25,2.6134,4.375,2.9106,5.8688,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,30.85,30850,-6.95,-2.32,1.51,7.481,0.5716,0.1222,-0.5007,70.0,7.13,3.88,1.3532,3.4928,2.726,4.6327,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,30.976,30976,-7.71,-2.89,1.84,8.4369,0.0753,1.1421,1.1879,65.69,7.06,7.19,0.1589,2.6517,2.6093,3.7236,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,31.098,31098,-4.69,3.84,2.72,6.6438,-0.7036,2.6758,3.4339,45.94,29.44,22.31,-0.4801,2.8083,2.6239,3.8732,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,31.218,31218,0.2,7.51,3.96,8.4924,-0.2498,3.1263,2.6867,17.75,37.31,37.19,-0.3904,3.4278,2.7999,4.4432,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,31.339,31339,5.67,8.59,8.39,13.2789,-0.3556,2.9289,3.0172,-9.63,38.81,48.63,0.4082,4.1081,3.5366,5.436,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,31.501,31501,7.29,7.4,7.09,12.5767,-1.5392,1.1301,-0.0316,-31.75,49.63,58.63,1.315,4.5419,4.0048,6.1965,P005_Dumbbell_Concentration_Curls_02.csv,1
5,10,0,0,31.623,31623,7.69,12.83,7.4,16.6885,-1.2228,-0.3447,1.1388,-35.81,60.31,63.94,2.1551,5.634,4.4522,7.4973,P005_Dumbbell_Concentration_Curls_02.csv,1
6,1,0,0,0.0,0,-2.75,9.22,0.68,9.6454,-0.0131,0.0109,0.0076,16.75,86.0,16.69,-2.7926,9.2605,0.6458,9.694,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,0.163,163,-2.74,9.27,0.64,9.6876,0.0131,0.0044,0.0098,16.75,86.06,16.63,-2.7856,9.2618,0.645,9.6931,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,0.284,284,-2.95,9.28,0.63,9.758,0.0087,0.0033,-0.0218,16.81,86.06,16.56,-2.8073,9.2642,0.643,9.7015,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,0.41,410,-2.92,9.45,0.75,9.9192,-0.012,0.0371,-0.0349,16.75,86.0,16.44,-2.8222,9.2887,0.6571,9.7301,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,0.532,532,-2.78,10.15,1.03,10.5741,-0.0796,0.2236,0.1287,15.94,86.13,16.31,-2.8166,9.4022,0.7063,9.8404,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,0.653,653,-1.82,9.2,1.17,9.451,0.0785,0.6032,0.4592,11.88,85.25,17.63,-2.6853,9.3755,0.7674,9.7826,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,0.774,774,-1.41,9.06,0.6,9.1887,0.0273,0.3774,0.5334,8.13,84.44,18.0,-2.5172,9.3339,0.7453,9.6961,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,0.896,896,-1.42,9.72,0.77,9.8533,0.0567,0.2313,0.06,7.06,84.06,17.38,-2.3726,9.3848,0.7486,9.709,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,1.016,1016,-0.86,9.48,1.09,9.5811,-0.0229,0.3163,0.0894,6.13,83.56,16.44,-2.1733,9.3974,0.7936,9.678,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,1.184,1184,-0.93,9.65,0.72,9.7214,-0.1571,0.0938,-0.0393,5.31,84.75,15.44,-2.0095,9.4307,0.7839,9.6742,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,1.305,1305,-0.93,9.76,0.9,9.8454,-0.0022,-0.0022,-0.1014,6.0,85.13,14.44,-1.8672,9.4741,0.7992,9.6893,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,1.426,1426,-0.77,9.99,1.13,10.0831,-0.0131,-0.0458,-0.0044,6.5,85.06,14.13,-1.7226,9.542,0.8428,9.7328,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,1.546,1546,-0.28,11.19,1.39,11.2795,0.1473,0.1985,0.6141,5.06,84.63,15.25,-1.5325,9.7592,0.9149,9.9211,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,1.667,1667,0.67,11.19,1.71,11.3397,0.3109,0.4625,1.2774,-1.69,83.0,19.56,-1.2423,9.9477,1.0197,10.0767,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,1.788,1788,2.57,11.84,1.56,12.2157,1.0952,-0.2116,1.5064,-11.56,78.88,27.38,-0.7399,10.1971,1.0909,10.2819,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,1.91,1910,2.29,9.62,3.63,10.534,2.5002,-1.2435,0.8247,-16.94,63.81,35.81,-0.3407,10.121,1.4255,10.2266,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,2.03,2030,1.74,7.22,5.53,9.2594,2.2755,-0.625,0.8083,-18.44,45.25,42.0,-0.0665,9.7388,1.9663,9.9355,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,2.193,2193,1.1,2.42,8.3,8.7153,0.7647,0.8694,0.9861,-21.63,26.44,43.81,0.0872,8.7743,2.8009,9.211,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,2.318,2318,4.21,4.52,6.33,8.8444,-0.384,2.1391,1.0188,-35.31,27.38,48.13,0.6305,8.2137,3.266,8.8617,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,2.439,2439,7.59,3.68,5.66,10.1581,-0.3883,1.7933,1.717,-52.0,27.63,55.25,1.5476,7.6163,3.5815,8.5574,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,2.56,2560,8.37,1.65,2.62,8.9243,-0.372,1.0701,1.4039,-66.06,14.06,69.44,2.4466,6.8301,3.4548,8.0356,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,2.681,2681,9.93,0.09,3.26,10.4518,-0.1789,0.7101,0.6916,-71.75,-0.94,76.88,3.4327,5.9419,3.4291,7.6713,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,2.802,2802,9.79,-0.99,3.03,10.2959,-0.5236,1.0472,0.9599,-77.0,-10.56,81.5,4.2705,5.0285,3.3765,7.411,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,2.924,2924,8.59,-0.58,1.43,8.7275,-0.5541,0.985,0.672,-82.0,-41.06,89.19,4.8397,4.2894,3.12,7.1802,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,3.044,3044,9.39,-1.64,0.34,9.5382,-0.4167,0.2138,1.3243,-75.69,-78.5,101.88,5.4393,3.5081,2.7537,7.0338,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,3.206,3206,6.66,-4.19,1.41,7.9937,0.0415,-0.4451,0.4538,-67.63,-78.0,108.19,5.6001,2.4937,2.5766,6.6497,P006_Dumbbell_Concentration_Curls_01.csv,1
6,1,0,0,3.332,3332,7.55,-3.95,1.42,8.6384,0.3589,-0.5105,-1.2675,-68.0,-70.19,103.56,5.8571,1.6446,2.4242,6.5488,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,3.453,3453,6.79,0.27,1.0,6.8686,1.021,-0.1942,-2.5929,-80.31,-25.31,80.75,5.98,1.4634,2.2365,6.5501,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,3.573,3573,9.32,1.76,2.3,9.7596,0.9785,-0.3327,-2.5482,-75.31,44.31,58.56,6.4201,1.5025,2.2449,6.9653,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,3.694,3694,7.39,4.93,2.81,9.3174,0.5792,-1.2239,-2.4566,-57.88,56.81,38.94,6.5479,1.9542,2.3194,7.2162,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,3.815,3815,5.71,5.19,4.54,8.9528,0.0011,-1.5141,-1.1606,-43.31,52.56,30.19,6.4375,2.3806,2.612,7.3438,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,3.937,3937,4.64,7.57,4.89,10.1364,-1.0505,-0.7581,-1.549,-31.44,55.88,26.25,6.2007,3.0644,2.9122,7.5046,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,4.057,4057,2.44,10.21,4.13,11.2807,-0.7461,-0.2585,-1.4726,-16.88,64.56,14.81,5.7051,4.006,3.0726,7.6182,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,4.223,4223,1.12,9.37,3.96,10.2339,-0.2738,-0.8181,-1.6635,-4.88,68.88,7.25,5.1009,4.7128,3.1896,7.6422,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,4.346,4346,-1.64,9.74,3.36,10.433,0.0022,-0.8432,-1.1585,8.19,69.94,0.69,4.2126,5.3753,3.212,7.547,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,4.467,4467,-2.05,9.74,3.74,10.6329,0.036,-0.3752,-1.2446,18.06,69.63,354.75,3.3874,5.9504,3.2816,7.5928,P006_Dumbbell_Concentration_Curls_01.csv,1
6,2,0,0,4.588,4588,-2.42,9.96,3.82,10.9385,0.5912,-0.7494,0.06,23.06,68.5,354.38,2.6221,6.4788,3.3526,7.7518,P006_Dumbbell_Concentration_Curls_01.csv,1
