participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,source_file,target, participant,rep_original,source_dataset
10,1,0,0,1.785,1785,-7.96,0.47,-4.18,9.003,-0.4276,-0.2945,-1.5752,63.0,-167.75,70.38,-4.2626,7.1188,-0.8876,8.3447,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,1,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,1,0,0,1.906,1906,-6.97,-1.89,-4.43,8.4722,-0.2574,-0.5171,-1.6384,56.69,-150.06,55.56,-4.6193,5.9317,-1.3544,7.6392,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,1,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,1,0,0,2.029,2029,-5.83,-3.19,-5.04,8.3407,-0.0774,-0.8781,-1.3624,47.31,-141.88,40.44,-4.7789,4.7297,-1.8401,6.9709,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,1,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,1,0,0,2.15,2150,-5.08,-5.01,-5.99,9.3159,0.0109,-1.2294,-1.7311,35.06,-138.69,21.5,-4.8186,3.4462,-2.3869,6.3869,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,1,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,1,0,0,2.315,2315,-3.98,-6.15,-5.87,9.3872,-0.5345,-0.3742,-1.0112,20.0,-133.63,351.06,-4.7081,2.1817,-2.8459,5.9182,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,1,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,1,0,0,2.437,2437,-3.15,-5.87,-5.86,8.8724,-0.2258,0.7047,-0.0327,19.44,-129.63,349.75,-4.5027,1.1207,-3.2431,5.6611,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,1,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,2.557,2557,-3.82,-6.22,-5.8,9.3231,0.468,1.0287,0.4669,24.5,-130.06,3.56,-4.4128,0.1534,-3.58,5.6844,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,2.678,2678,-5.23,-6.45,-5.32,9.8619,0.4036,1.3297,0.6578,32.88,-131.63,23.63,-4.5205,-0.7168,-3.8093,5.9548,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,2.799,2799,-6.25,-5.55,-4.18,9.3454,-0.0284,1.91,0.516,42.63,-127.88,42.0,-4.7484,-1.3537,-3.8582,6.2662,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,2.92,2920,-6.97,-4.44,-3.3,8.8986,-0.0218,1.9777,1.3068,55.06,-118.06,59.13,-5.0411,-1.7604,-3.7846,6.5449,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,3.041,3041,-7.91,-3.27,-1.11,8.6309,0.1189,1.2021,1.6624,69.19,-108.31,76.19,-5.4192,-1.9593,-3.4322,6.7072,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,3.163,3163,-8.73,-1.34,-0.03,8.8323,-0.156,0.5269,1.2741,79.81,-95.63,87.19,-5.8555,-1.8777,-2.9838,6.8349,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,3.329,3329,-9.54,0.36,0.46,9.5579,-0.4701,0.1451,1.0854,88.81,0.19,94.44,-6.341,-1.5828,-2.53,7.0082,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,3.449,3449,-9.84,2.45,0.32,10.1455,-0.3556,0.3316,1.4988,80.44,73.88,100.38,-6.8021,-1.0514,-2.1545,7.2122,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,3.571,3571,-8.98,3.95,0.78,9.8413,-0.0971,0.3818,1.6221,69.75,76.31,108.94,-7.0891,-0.3923,-1.7678,7.3167,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,3.691,3691,-8.02,5.32,1.38,9.7225,-0.0502,0.3567,1.3897,59.63,76.38,117.44,-7.2117,0.3604,-1.353,7.3464,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,3.812,3812,-7.42,6.44,1.92,10.0108,-0.0873,0.1844,1.381,49.81,77.13,125.88,-7.2392,1.1615,-0.9217,7.3895,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,3.933,3933,-6.48,7.97,1.63,10.4004,-0.2356,0.0971,1.2621,41.38,79.44,133.13,-7.1391,2.0587,-0.5854,7.4531,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,4.054,4054,-4.77,8.44,1.43,9.7996,-0.1374,0.1113,1.5479,31.88,81.44,141.56,-6.8269,2.8996,-0.3199,7.4241,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,4.179,4179,-3.23,9.44,1.56,10.0985,0.0415,0.1287,1.7344,20.94,82.19,151.69,-6.353,3.7615,-0.0721,7.3834,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,4.342,4342,-0.84,9.65,1.79,9.8505,-0.0567,-0.0731,1.4083,5.63,82.0,167.19,-5.6265,4.5374,0.1732,7.2302,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,4.463,4463,0.02,10.01,1.32,10.0967,-0.2323,0.024,1.2566,-2.81,83.13,176.0,-4.8824,5.2586,0.3244,7.183,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,4.584,4584,1.92,10.71,0.93,10.9204,-0.0382,0.1462,1.0003,-10.94,84.25,183.5,-3.986,5.9769,0.4042,7.1955,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,4.705,4705,2.1,10.02,1.49,10.3456,0.2629,0.0425,-0.4058,-12.69,83.31,184.44,-3.1841,6.5097,0.5472,7.2673,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,4.826,4826,0.88,9.87,1.82,10.0749,-0.0458,0.048,-1.1541,-7.06,82.63,178.31,-2.6485,6.9525,0.715,7.4742,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,4.947,4947,-0.95,9.72,1.43,9.8705,-0.3207,-0.0556,-1.849,2.94,84.19,168.25,-2.4247,7.3172,0.8092,7.7508,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,5.068,5068,-3.38,9.94,0.78,10.5279,-0.2258,-0.0927,-2.1228,17.0,86.06,154.31,-2.5506,7.6628,0.8053,8.1162,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,5.194,5194,-4.76,8.93,0.79,10.1502,0.0131,-0.06,-1.3734,28.31,86.63,143.31,-2.8417,7.8298,0.8033,8.3682,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,5.356,5356,-6.14,7.46,0.95,9.7084,0.3,0.0153,-1.3744,40.56,84.75,132.13,-3.2764,7.7811,0.8226,8.4827,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,5.477,5477,-7.32,6.23,1.05,9.6694,0.1473,0.0753,-1.2457,49.56,81.75,123.75,-3.8092,7.5767,0.8526,8.5231,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,5.599,5599,-7.93,5.54,0.71,9.6995,0.0033,0.012,-0.8094,56.06,79.81,117.25,-4.3522,7.3083,0.8338,8.5468,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,5.719,5719,-8.66,4.86,0.68,9.9538,-0.06,0.0687,-0.9152,61.5,77.88,111.44,-4.9199,6.9857,0.8135,8.5829,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,2,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,5.847,5847,-9.17,3.65,1.36,9.963,0.1385,0.7516,-1.1825,67.88,67.56,103.31,-5.4799,6.5461,0.8856,8.5829,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,5.968,5968,-8.15,2.52,2.36,8.8511,-0.1822,0.7876,-0.8858,70.69,42.19,97.38,-5.8318,6.0156,1.0798,8.4477,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,6.088,6088,-7.9,2.4,2.64,8.6683,-0.1353,-0.06,-0.7156,71.5,27.06,93.5,-6.1043,5.5391,1.2854,8.3425,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,6.209,6209,-9.72,0.97,2.15,10.0021,0.3589,-0.7843,-0.7047,76.44,15.81,92.81,-6.5808,4.937,1.3994,8.345,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,6.371,6371,-9.61,-0.77,1.7,9.7895,0.0807,-0.2007,-0.7254,80.75,-20.56,90.94,-6.9799,4.185,1.439,8.2647,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,6.492,6492,-9.3,-1.1,1.33,9.4588,0.0044,0.1582,-0.5312,78.56,-39.88,88.31,-7.2857,3.4886,1.4246,8.2025,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,6.613,6613,-8.9,-1.73,1.53,9.1948,0.1385,0.1014,-0.6534,75.19,-48.75,86.56,-7.4984,2.8009,1.4385,8.1327,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,6.739,6739,-8.99,-2.23,1.56,9.3929,0.1451,-0.0829,-0.7549,71.5,-59.0,83.38,-7.695,2.138,1.4545,8.1178,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,6.861,6861,-9.82,-3.04,1.31,10.3629,0.1254,0.1484,-0.6294,67.31,-66.31,80.0,-7.975,1.4556,1.4355,8.2328,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,6.981,6981,-9.66,-4.0,1.95,10.6357,0.0131,0.8323,-0.5792,62.19,-63.94,78.06,-8.197,0.7367,1.5033,8.3662,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,7.102,7102,-8.17,-4.13,2.84,9.585,-0.0807,1.1225,-0.5541,55.5,-56.75,76.88,-8.1935,0.0954,1.6794,8.3644,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,7.223,7223,-7.05,-4.18,3.8,9.0341,0.1276,0.9959,-0.5705,48.31,-52.13,76.69,-8.0428,-0.468,1.9589,8.2911,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,7.385,7385,-5.61,-5.63,4.39,9.0797,0.2716,0.5651,-0.5781,39.88,-52.0,76.25,-7.7222,-1.1482,2.2792,8.133,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,7.507,7507,-5.97,-6.05,4.66,9.6932,0.2542,0.4985,-0.4571,35.38,-53.06,76.06,-7.4913,-1.7941,2.5929,8.1279,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,7.632,7632,-4.89,-6.18,4.63,9.1401,0.1811,0.5192,-0.5127,31.06,-53.81,76.13,-7.1485,-2.3721,2.8614,8.057,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,7.754,7754,-3.9,-6.64,4.52,8.9292,0.2356,0.4309,-0.6469,25.69,-55.19,74.5,-6.7205,-2.9345,3.0799,7.9537,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,2,0,0,7.874,7874,-1.82,-7.3,4.06,8.549,0.2487,-0.0131,-0.2411,22.25,-57.25,73.88,-6.0747,-3.5097,3.2091,7.7148,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,7.995,7995,-2.53,-7.5,4.37,9.0414,-0.0022,-0.5083,0.2007,22.69,-59.06,73.19,-5.6076,-4.0356,3.3621,7.6834,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,8.116,8116,-3.43,-6.83,3.65,8.4697,-0.2203,-0.4996,0.444,26.25,-59.13,73.13,-5.3206,-4.4038,3.4,7.6982,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,8.237,8237,-5.16,-6.59,4.23,9.378,-0.2902,-0.324,0.625,30.44,-58.0,74.75,-5.2995,-4.6919,3.5094,7.9003,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,8.405,8405,-6.15,-5.22,4.16,9.0761,-0.2858,-0.5203,0.8279,38.81,-54.25,79.31,-5.4116,-4.7615,3.5951,8.0549,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,8.526,8526,-7.48,-4.65,4.33,9.8144,-0.2891,-0.3185,1.0417,45.88,-51.13,83.56,-5.6841,-4.7468,3.692,8.2748,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,8.647,8647,-7.86,-3.5,4.33,9.6322,-0.3829,-0.132,1.3188,52.75,-43.5,89.88,-5.9708,-4.5825,3.776,8.4207,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,8.768,8768,-8.45,-1.76,4.48,9.7247,-0.3949,0.0371,1.3635,58.31,-30.56,97.31,-6.2975,-4.2106,3.8688,8.5062,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,8.889,8889,-8.46,-0.22,4.5,9.5849,-0.3829,-0.1145,1.4966,62.0,-12.06,105.5,-6.5825,-3.6847,3.952,8.5161,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,3,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,9.027,9027,-8.46,1.13,3.97,9.4133,-0.3109,-0.5051,1.1148,64.69,9.13,113.38,-6.8299,-3.0502,3.9543,8.461,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,9.148,9148,-8.88,2.34,3.56,9.849,-0.3567,-0.5749,0.9512,66.13,29.19,119.31,-7.1001,-2.34,3.9024,8.433,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,9.268,9268,-9.29,3.8,2.73,10.4018,-0.2716,-0.4483,1.1345,64.31,48.06,125.38,-7.3886,-1.5309,3.7479,8.4251,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,9.43,9430,-8.48,4.97,2.2,10.0723,-0.1342,-0.3109,0.9305,58.25,64.06,133.88,-7.5324,-0.6742,3.5439,8.3517,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,9.551,9551,-7.48,5.5,1.9,9.4768,-0.192,-0.2214,1.0352,53.25,70.88,139.38,-7.5255,0.1394,3.3273,8.2295,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,9.674,9674,-6.35,6.56,1.55,9.2606,-0.4451,-0.0894,1.4203,45.5,77.13,146.19,-7.3706,0.9855,3.0931,8.0539,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,9.799,9799,-5.49,8.43,0.83,10.0943,-0.5258,0.0349,1.874,34.63,82.19,154.5,-7.1228,1.9665,2.7949,7.9002,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,9.92,9920,-3.14,9.58,0.37,10.0883,-0.3829,-0.1484,1.5741,21.94,86.56,166.13,-6.598,2.9697,2.4753,7.6472,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,10.041,10041,-2.18,10.12,0.37,10.3587,-0.1069,-0.2247,1.3254,12.44,88.69,176.5,-6.0158,3.912,2.1979,7.5049,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,3,0,0,10.162,10162,-1.34,10.28,0.24,10.3697,0.0873,-0.0556,1.0417,5.0,88.88,185.0,-5.3996,4.7511,1.9399,7.4493,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,10.283,10283,-0.04,10.2,0.41,10.2083,0.1385,0.1582,1.2381,-2.75,87.88,192.38,-4.6934,5.4691,1.7383,7.4136,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,10.445,10445,1.58,10.0,0.61,10.1424,-0.192,0.1156,0.204,-9.44,88.13,197.69,-3.8667,6.0662,1.5896,7.3673,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,10.583,10583,1.23,10.16,0.03,10.2342,-0.589,-0.2323,-0.5814,-7.5,91.13,196.69,-3.1951,6.6056,1.3841,7.4672,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,10.703,10703,0.73,10.78,-0.52,10.8172,-0.7167,-0.3283,-1.4028,-1.25,95.25,192.94,-2.6779,7.1557,1.1332,7.7239,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,10.824,10824,-3.25,8.37,-1.92,9.1818,-1.153,-0.06,-4.3142,17.44,102.31,173.88,-2.7533,7.3157,0.7309,7.8508,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,10.945,10945,-9.0,7.75,-3.75,12.4549,-0.4102,-0.2291,-2.4904,41.94,113.38,145.38,-3.5764,7.373,0.1404,8.1958,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,11.066,11066,-6.99,6.51,-2.97,10.0031,0.0753,0.0131,-0.6807,47.94,117.5,138.81,-4.0262,7.2592,-0.2695,8.3054,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,11.187,11187,-8.03,6.04,-2.92,10.4637,0.1614,0.4898,-1.6962,56.13,120.06,129.94,-4.5538,7.0986,-0.6187,8.4564,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,4,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,11.314,11314,-8.52,3.78,-1.97,9.5268,0.1124,0.624,-1.4977,67.63,122.5,118.38,-5.0765,6.6613,-0.7968,8.413,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,5,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,11.476,11476,-8.25,1.1,-1.49,8.4553,-0.2673,0.1996,-1.6395,80.31,148.94,102.13,-5.4947,5.9284,-0.8882,8.1318,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,5,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,11.597,11597,-8.97,-0.28,-1.58,9.1124,-0.2553,0.0055,-1.5512,79.94,-139.75,88.63,-5.9526,5.1103,-0.9793,7.9062,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,5,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,11.719,11719,-8.77,-1.96,-1.58,9.1242,-0.0044,-0.0447,-0.9305,73.63,-118.06,79.75,-6.3239,4.1786,-1.0585,7.6533,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,5,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,11.839,11839,-8.76,-2.79,-1.65,9.3405,-0.06,-0.2334,-0.6818,68.56,-114.0,74.31,-6.6449,3.2603,-1.1364,7.4884,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,5,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,11.961,11961,-8.33,-4.06,-1.59,9.4022,-0.1156,-0.2629,-0.7625,63.63,-113.06,68.19,-6.867,2.2957,-1.1962,7.3387,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,5,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,12.082,12082,-9.01,-4.51,-2.06,10.2842,-0.0873,0.0044,-0.6665,58.69,-110.44,61.56,-7.1494,1.3989,-1.31,7.4018,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,5,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
10,4,0,0,12.207,12207,-8.49,-5.12,-1.54,10.0332,-0.2793,0.3065,-0.8781,54.06,-104.94,55.19,-7.326,0.5399,-1.3403,7.4672,P010_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1,,5,Dumbbell_Concentration_Curls_Uncontrolled Movement_resegmented_20260212_133327
